,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type_red,type_white
0,-0.16508655130803168,-0.44002090191295423,0.2802084212792615,3.4773819226929152,-0.31681523507128306,0.8388651501241432,0.9841489840456654,2.1774189100269243,-1.401185745388555,-0.5552671446072887,-1.4751535413501182,0,1
1,-0.6951626135276496,-0.2616841149841572,0.14424474744891227,-0.7668585376979625,-0.20840696522282862,-0.9002196859662299,0.314920756775669,-0.18059808162385044,0.4721802080081742,-0.28830936273090135,-0.885143912155286,0,1
2,0.6678901178942246,-0.3805753062700218,0.5521357689399607,0.41086263717489907,-0.18130489776071498,-0.0026275125002308934,-0.3014736630782751,0.18994744563555918,0.22239808088860993,-0.6220065900763856,-0.3794213728454297,0,1
3,-0.013636247816712172,-0.6778032844846839,0.008281073618562652,0.7664011050610459,0.03551164193619368,0.9510641718073931,1.2659292902646113,0.35837723075349304,-0.21472064157062615,-0.888964371952773,-0.5479955526153812,0,1
4,-0.770887765273309,-0.14279292369829233,-1.0794283170242334,0.4330837914177832,-0.31681523507128306,-0.0026275125002308934,0.38536583333040547,0.1225755315884006,-0.2771661733505158,-0.4217882536690952,-0.8008568222703102,0,1
5,0.6678901178942246,-0.7372488801276164,0.7560812796854848,-0.7890796919408467,-0.34391730253339664,-0.11482653418348077,0.2620869493596166,-0.24796999567100902,-0.02738404623095156,-0.5552671446072887,0.3791624361193556,0,1
6,0.6678901178942246,-0.44002090191295423,0.6201176058551352,-0.8001902690622887,-0.642040044616646,-1.0685182184911046,-0.9002568137935351,-1.2585487063785,-1.4636312771684448,0.1788667555527772,1.2220333349691166,0,1
7,1.046515876622523,-0.6778032844846839,0.5521357689399607,-0.18910852738297382,-0.5878359096924187,-0.7319211534413551,-0.0901384334140657,0.055203617541242006,-0.5269483004700801,-0.021351580854513597,-0.7165697323853344,0,1
8,0.5164398144029058,-0.9750312626993459,0.34819025819443633,-0.8557431546694991,-0.4523255723818509,-0.78802066428298,-0.6889215841293257,-0.8543172220955111,-0.2771661733505158,0.646042873836455,0.21058825634940395,0,1
9,-0.4679871582906707,-1.0939224539852106,0.5521357689399607,-0.7890796919408467,-0.34391730253339664,1.007163682649018,0.5086447173011943,-1.1238048782841827,1.9708729707255597,-0.08809102632361053,1.5591816945090213,0,1
10,0.8193404213855449,0.4516630327310315,2.047736181073805,3.155175186171095,-0.4523255723818509,0.6144671067576434,1.0193715223230337,1.90793125383829,-1.5260768089483372,0.9130006557128427,-0.7165697323853344,0,1
11,-0.4679871582906707,-1.0344768583422783,0.4161720951096111,-0.7890796919408467,-0.6691421120787595,-0.11482653418348077,-0.037304625998013353,-1.0564329642370243,0.15995254910872025,0.11212731008368026,0.7163107956592603,0,1
12,-0.6951626135276496,0.8083366065886258,-1.8952103600063306,-0.8779643089123834,-0.28971316760916943,-0.0026275125002308934,-0.26625112480090685,-0.5848295659068393,0.09750701732883058,-1.1559221538291606,-0.8008568222703102,0,1
13,0.13781405567460733,-0.023901732412427427,0.68809944277031,-0.8779643089123834,-0.642040044616646,-0.7319211534413551,1.0017602531843495,-0.9553750931662489,-0.6518393640298622,-0.021351580854513597,0.6320237057742845,0,1
14,-0.5437123100363301,-0.20223851934122478,-1.2153919908545827,0.5441895626322041,-0.34391730253339664,0.22177053086626886,0.3325320259143531,0.32469127372991374,-0.02738404623095156,-0.2215699172618044,-0.885143912155286,0,1
15,-0.770887765273309,1.8783573281614092,1.0959904642613585,-0.8557431546694991,-0.7504483144651003,-0.05872702334185583,-0.6889215841293257,-1.7975240187558434,0.6595168033478488,-0.9557038174218699,1.896330054048926,0,1
16,-0.6194374617819896,-0.20223851934122478,0.4161720951096111,-0.4779835325404682,-0.5065297073060782,-0.6197221317581052,-0.21341731738485453,-1.1238048782841827,-0.3396117051304083,-1.2226615992982577,0.3791624361193556,0,1
17,-0.3165368547993512,-0.4994664975558867,0.68809944277031,-0.7446373834550782,-0.20840696522282862,0.6144671067576434,0.1388080653888278,-0.5174576518596807,1.5337542482663238,-0.3550488081999983,-0.04227301330552496,0,1
18,0.2892643591659262,1.9378029238043417,-1.2153919908545827,-0.7890796919408467,0.46914472133001084,-0.2831250667083556,0.9489264457682972,-0.2816559526945883,-1.088958086489101,-0.15483047179270745,-1.0537180919252376,0,1
19,-0.4679871582906707,-0.44002090191295423,0.6201176058551352,-0.8335220004266151,-0.12710076283648797,-0.78802066428298,0.49103344816251016,0.18994744563555918,1.221526589366867,-0.4217882536690952,-0.4637084627304055,0,1
20,-0.16508655130803168,-0.5589120931988192,0.008281073618562652,0.8775068762754668,-0.28971316760916943,1.4559597693820174,2.304994169446974,0.32469127372991374,0.15995254910872025,-0.2215699172618044,-0.12656010319050076,0,1
21,-0.2408117030536911,-0.6183576888417516,0.2122265843640867,-0.9001854631552676,-0.12710076283648797,0.2778700417078938,0.5614785247172466,-0.5174576518596807,1.4088631847065416,-0.6220065900763856,-0.4637084627304055,0,1
22,-0.16508655130803168,-0.3805753062700218,0.48415393202478596,0.810843413546814,-0.15420283029860157,0.10957150918301899,0.47342217902382605,0.5268070158713895,0.9717444622473027,-0.021351580854513597,-0.04227301330552496,0,1
23,0.13781405567460733,-0.44002090191295423,1.0959904642613585,-0.8779643089123834,-0.2626111001470558,-0.7319211534413551,0.314920756775669,-1.0564329642370243,-0.21472064157062615,-0.28830936273090135,0.8848849754292119,0,1
24,-0.013636247816712172,-0.14279292369829233,0.2802084212792615,-0.6779739207264258,-0.642040044616646,0.39006906339114367,-0.0020820877206451202,-1.3259206204256586,-0.7767304275896444,1.1799584375892298,1.4748946046240454,0,1
25,0.9707907248768637,-0.6183576888417516,0.48415393202478596,1.1886030356758452,-0.34391730253339664,-0.5636226209164803,0.49103344816251016,0.9647244571779576,-0.1522751097907337,-0.021351580854513597,-0.4637084627304055,0,1
26,0.8193404213855449,-1.2128136452710754,0.14424474744891227,-0.8779643089123834,-0.3981214374576237,-1.2929162618576044,-1.1820371200124808,-0.38271382376536356,1.5337542482663238,-0.888964371952773,-0.29513428296045385,0,1
27,0.13781405567460733,-0.5589120931988192,0.2802084212792615,-0.6668633436049838,-0.18130489776071498,0.053471998341394045,-0.24863985566222277,-0.8543172220955111,-0.21472064157062615,-0.6220065900763856,0.21058825634940395,0,1
